lat,long
47.34718252146553,18.892932256999426
47.47872481038202,19.010994702303964
47.47872481038202,19.010994702303964
47.47872481038202,19.010994702303964
47.47872481038202,19.010994702303964
46.809591461757115,17.959796813121017
46.40830850257174,17.61586296256541
46.40830850257174,17.61586296256541
46.41335957277948,17.84699018050121
46.41335957277948,17.84699018050121
47.74579131605848,20.428405359641825
47.73554056558956,18.776990236585426
47.73554056558956,18.776990236585426
47.6073053010174,18.89417662830306
47.6073053010174,18.89417662830306
47.47872481038202,19.010994702303964
46.80469537286086,17.72744505904818
47.48112139250552,19.24595240943881
47.99440134293735,18.777847823383826
48.12555181551288,21.744282367363578
47.47872481038202,19.010994702303964
46.542359290685226,17.73009212430826
46.66544740969272,17.381089566424315
46.56992617544964,20.28355263741282
47.47872481038202,19.010994702303964
47.47872481038202,19.010994702303964
47.47872481038202,19.010994702303964
47.609959138229065,19.129480935766843
47.61382446055037,19.60037507607003
47.34980077283113,19.127445225657933
46.305644950984096,19.81417728782403
47.09092887065019,19.35924672518627
47.47872481038202,19.010994702303964
47.2252125488159,20.181056384425418
46.565841741413685,21.214338442422775
47.6073053010174,18.89417662830306
47.48112139250552,19.24595240943881
47.47872481038202,19.010994702303964
46.17395401048731,19.927706466561943
47.47872481038202,19.010994702303964
47.7137774388692,17.60054702565229
47.47872481038202,19.010994702303964
47.47872481038202,19.010994702303964
46.70076461506021,20.636033598699644
47.48112139250552,19.24595240943881
47.21202079045025,18.5413329527999
48.133208509985806,20.79423540022211
47.738452822730686,19.0126402005897
47.609959138229065,19.129480935766843
46.799331522613976,17.495234844049346
47.609959138229065,19.129480935766843
47.194026420577316,17.606734975446788
47.22468224621744,20.650222272149225
47.5868501789365,17.71939688515115
47.47872481038202,19.010994702303964
47.47872481038202,19.010994702303964
47.47872481038202,19.010994702303964
47.464356290484,18.072256261159303
47.47872481038202,19.010994702303964
47.47872481038202,19.010994702303964
47.203970067547786,18.0737707019419
46.29561969886079,18.656739585551996
47.47872481038202,19.010994702303964
48.133208509985806,20.79423540022211
47.48112139250552,19.24595240943881
46.43700706847508,19.70028853538934
47.47872481038202,19.010994702303964
47.609959138229065,19.129480935766843
47.22242049871911,19.477790738221703
46.954002682453655,18.774451889733804
47.071174052436426,17.957908779392454
47.609959138229065,19.129480935766843
46.80469537286086,17.72744505904818
47.74088336573159,19.24839222440003
47.06080992808161,17.491794362679972
47.47872481038202,19.010994702303964
47.738452822730686,19.0126402005897
47.21533442732855,18.77529232749305
47.21817266884028,19.009360248309644
46.78720403526215,17.031268969345614
47.48112139250552,19.24595240943881
47.48112139250552,19.24595240943881
46.79350077451515,17.263173659935028
47.071174052436426,17.957908779392454
47.47872481038202,19.010994702303964
47.35350640512574,21.00639055847586
47.35350640512574,21.00639055847586
47.034452524822726,16.561427319581234
47.732147230755515,18.541450233042795
47.20823243124785,18.307489845060783
47.873356375693064,21.02320911174863
46.67101717795418,17.61284055199879
47.707989854645625,17.365674501655068
47.707989854645625,17.365674501655068
47.6121323799761,19.364883048664662
47.6121323799761,19.364883048664662
46.52503841079377,17.036224339894694
47.871495370265244,19.367729829675653
47.871495370265244,19.367729829675653
47.071174052436426,17.957908779392454
47.071174052436426,17.957908779392454
47.34980077283113,19.127445225657933
47.47872481038202,19.010994702303964
46.79350077451515,17.263173659935028
47.34718252146553,18.892932256999426
48.00439324053834,20.67186619546432
47.6073053010174,18.89417662830306
47.615050873850784,20.77890656445895
46.390380463807425,16.92337294448135
46.9568032973172,19.007736727790256
48.12820063193345,21.5067357263908
48.386044345323384,21.516908506412168
48.386044345323384,21.516908506412168
48.386044345323384,21.516908506412168
46.279226380308565,17.732721655127435
46.66544740969272,17.381089566424315
46.94698450594016,18.308213404678213
47.47872481038202,19.010994702303964
47.742831604049265,19.48423838669356
47.56885607807411,17.016202840982835
47.86928978868354,19.1315304259944
47.72827350038609,18.306028068380147
47.47872481038202,19.010994702303964
47.72827350038609,18.306028068380147
47.72827350038609,18.306028068380147
47.72827350038609,18.306028068380147
47.72827350038609,18.306028068380147
47.60055833191561,18.42389289306363
47.48112139250552,19.24595240943881
47.2252125488159,20.181056384425418
47.326947885265795,17.72209761899486
47.326947885265795,17.72209761899486
47.609959138229065,19.129480935766843
47.48112139250552,19.24595240943881
46.52503841079377,17.036224339894694
46.41794674814143,18.078253703313717
47.60055833191561,18.42389289306363
47.08623924503558,18.891696222918345
47.72827350038609,18.306028068380147
47.60055833191561,18.42389289306363
47.47872481038202,19.010994702303964
47.47249565622257,18.541391395552413
46.02432685268294,18.195569567383398
47.47872481038202,19.010994702303964
46.30624868279371,20.045911985513477
47.47872481038202,19.010994702303964
47.72827350038609,18.306028068380147
47.72827350038609,18.306028068380147
47.72827350038609,18.306028068380147
47.47872481038202,19.010994702303964
47.60055833191561,18.42389289306363
46.958704905459406,21.344821870731277
47.72827350038609,18.306028068380147
47.72827350038609,18.306028068380147
47.59646655975159,18.18892914214625
47.6121323799761,19.364883048664662
47.6121323799761,19.364883048664662
47.6121323799761,19.364883048664662
47.47872481038202,19.010994702303964
47.34980077283113,19.127445225657933
47.59646655975159,18.18892914214625
47.59646655975159,18.18892914214625
47.6041714798632,18.65897799744819
47.066227290266866,17.724780283385144
48.00429340922526,19.9610398323691
47.72827350038609,18.306028068380147
46.78720403526215,17.031268969345614
46.78720403526215,17.031268969345614
46.6385274839504,16.4556815370433
47.47249565622257,18.541391395552413
47.47249565622257,18.541391395552413
48.13202880769754,21.03170408412898
47.48303851384468,19.48100370396003
47.485414882769206,20.65738830540235
46.02814746260122,18.425876911189317
46.41794674814143,18.078253703313717
47.47249565622257,18.541391395552413
46.78044225448688,16.7995282043515
46.78044225448688,16.7995282043515
47.6041714798632,18.65897799744819
47.34718252146553,18.892932256999426
47.87520606035477,20.076838630459118
48.133898929866746,20.55680900877758
47.349629522141164,21.47662775287055
46.29561969886079,18.656739585551996
47.336467579705065,18.190054465890597
47.59189691116386,17.954094547288502
48.00010384823531,21.383109485412856
48.133208509985806,20.79423540022211
46.56646830137014,19.353685449632994
46.56646830137014,19.353685449632994
46.96065653763643,21.110882896312273
47.315534521911395,17.254715235025785
47.47872481038202,19.010994702303964
47.349629522141164,21.47662775287055
47.349629522141164,21.47662775287055
47.09092887065019,19.35924672518627
47.47249565622257,18.541391395552413
47.48112139250552,19.24595240943881
47.99981408482656,19.250848584233193
47.340515249596706,18.424229117475075
46.76552757990008,16.336568018284254
47.34980077283113,19.127445225657933
47.73569045532063,21.84612334788011
47.21202079045025,18.5413329527999
47.47872481038202,19.010994702303964
47.997697536833805,21.620245402349056
47.997697536833805,21.620245402349056
47.42854010421814,16.668278743600403
46.03880876241523,19.3481977331203
47.21202079045025,18.5413329527999
46.17008425421717,19.233995754374956
46.30102906241928,19.119437443796283
47.874454005816304,19.840391930190957
47.6800861863246,16.4278297999098
47.687773111992904,16.662028807409353
47.687773111992904,16.662028807409353
47.17557641225914,16.90730206507591
46.41794674814143,18.078253703313717
47.997697536833805,21.620245402349056
46.29561969886079,18.656739585551996
47.34980077283113,19.127445225657933
47.609959138229065,19.129480935766843
47.47872481038202,19.010994702303964
47.48112139250552,19.24595240943881
47.997697536833805,21.620245402349056
48.134100357733246,20.319433050059175
47.47872481038202,19.010994702303964
47.47872481038202,19.010994702303964
47.609959138229065,19.129480935766843
46.93292556597119,17.609797957242716
47.6041714798632,18.65897799744819
47.9948027225908,21.85739519694322
47.34980077283113,19.127445225657933
47.47864281247776,21.599374865312484
47.46866439406528,18.306761416068184
47.873356375693064,21.02320911174863
46.16786348723436,19.00293068093418
46.93292556597119,17.609797957242716
47.47872481038202,19.010994702303964
48.133208509985806,20.79423540022211
47.47864281247776,21.599374865312484
47.48112139250552,19.24595240943881
46.41794674814143,18.078253703313717
46.02432685268294,18.195569567383398
47.47872481038202,19.010994702303964
46.569767896870914,20.050980616070724
47.86928978868354,19.1315304259944
46.79350077451515,17.263173659935028
46.927300632563075,17.377274389124967
47.071174052436426,17.957908779392454
46.78720403526215,17.031268969345614
48.13035958011366,21.269206911522627
48.13035958011366,21.269206911522627
48.133208509985806,20.79423540022211
46.82146517858111,18.657625983917242
47.47872481038202,19.010994702303964
47.33194486248449,17.95600806682847
47.86009408720173,22.206881006747853
47.86009408720173,22.206881006747853
47.9948027225908,21.85739519694322
47.60998666233684,21.486596041080634
47.60998666233684,21.486596041080634
47.609959138229065,19.129480935766843
47.609959138229065,19.129480935766843
46.927300632563075,17.377274389124967
47.08318270031466,18.658073636265765
46.64595165854965,16.68677939907009
47.6041714798632,18.65897799744819
47.609959138229065,19.129480935766843
47.6041714798632,18.65897799744819
48.11878422597684,22.219396465445524
47.615050873850784,20.77890656445895
47.615050873850784,20.77890656445895
47.60733047061129,21.722539732911777
